player_name,overall,height_(cm),weight_(kg),pace,acceleration,sprint_speed,dribbling,agility,balance,reactions,ball_control,composure,shooting,positioning,finishing,shot_power,long_shots,volleys,penalties,passing,vision,crossing,free_kick,short_pass,long_pass,pass_curve,defending,interceptions,heading,marking,standing_tackle,sliding_tackle,physicality,jumping,stamina,strength,aggression,diving,reflexes,handling,speed,kicking,positoning
Shinji Kagawa,84,175,68,69,78,60,87,92,89,83,85,83,70,83,78,54,57,77,81,79,83,65,63,87,76,74,55,60,48,57,53,49,50,66,83,39,30,0,0,0,0,0,0
Anthony Martial,84,184,76,90,88,90,87,85,81,81,87,79,82,83,83,85,75,74,82,74,74,77,54,78,60,85,43,43,70,38,39,36,73,79,76,76,58,0,0,0,0,0,0
Juan Manuel Mata García,84,170,63,66,70,62,86,84,90,86,89,88,77,84,79,75,72,71,82,85,86,83,85,86,79,85,38,40,57,43,31,21,51,71,72,37,51,0,0,0,0,0,0
Aymeric Laporte,84,189,85,66,62,68,63,45,55,83,73,75,51,55,45,69,47,40,41,68,56,58,70,76,79,61,86,86,86,84,87,86,77,75,65,82,75,0,0,0,0,0,0
Gabriel Fernando de Jesus,84,175,73,87,88,85,87,93,92,87,85,82,81,89,85,78,73,72,78,73,78,66,54,77,66,77,40,32,75,54,23,19,74,78,85,68,74,0,0,0,0,0,0
Malcom Filipe Silva de Oliveira,84,172,74,85,88,82,86,93,84,80,86,78,80,80,75,86,86,71,68,82,85,79,82,84,73,77,28,26,59,21,29,17,65,58,75,65,53,0,0,0,0,0,0
Luiz Frello Filho Jorge,84,180,65,72,75,69,82,80,73,83,85,79,64,72,57,71,62,71,84,84,87,75,76,89,87,75,69,78,56,59,78,70,71,58,79,66,79,0,0,0,0,0,0
Francesc Fàbregas i Soler,84,180,77,55,56,54,80,62,75,81,85,92,74,75,73,77,72,81,78,88,91,85,81,90,89,78,60,50,74,64,59,58,58,63,60,61,45,0,0,0,0,0,0
Willian Borges da Silva,84,175,77,88,91,86,86,89,79,82,84,79,77,80,77,79,81,59,70,80,83,76,83,80,77,82,49,55,31,43,57,51,62,41,85,60,44,0,0,0,0,0,0
Corentin Tolisso,84,181,81,71,76,66,79,75,74,84,82,74,78,80,75,83,81,62,70,80,81,67,73,85,87,66,77,77,83,75,79,71,82,91,88,77,82,0,0,0,0,0,0
Leon Goretzka,84,189,79,84,85,84,82,76,70,84,84,80,75,78,72,78,79,68,60,81,83,75,75,85,79,76,78,84,75,70,80,79,77,67,87,70,81,0,0,0,0,0,0
Kingsley Coman,84,178,71,95,96,93,86,88,84,81,83,75,77,80,77,78,73,78,70,76,76,82,70,78,63,85,26,23,54,30,17,15,61,76,77,62,36,0,0,0,0,0,0
Naby Keïta,84,172,64,69,79,60,88,90,91,82,89,79,74,75,75,77,74,71,58,79,82,62,70,89,79,64,65,76,42,69,62,61,69,53,83,58,79,0,0,0,0,0,0
Henrikh Mkhitaryan,84,177,75,82,85,79,85,87,85,81,86,76,78,82,76,85,73,81,72,79,84,77,64,81,72,83,52,64,53,41,53,55,69,69,83,62,69,0,0,0,0,0,0
Alexandre Lacazette,84,175,73,81,79,83,84,85,84,85,83,85,82,86,86,81,75,81,84,72,74,64,71,80,59,74,40,40,73,29,42,30,72,75,75,71,70,0,0,0,0,0,0
Sokratis Papastathopoulos,84,186,85,69,64,73,61,60,64,81,58,82,51,49,44,77,48,46,24,50,45,47,35,60,51,29,84,77,85,85,87,85,82,86,69,86,88,0,0,0,0,0,0
Bernd Leno,84,190,83,0,46,52,0,52,44,80,22,65,0,7,9,23,14,10,23,0,53,9,8,37,33,9,0,22,13,27,15,18,0,73,43,68,28,84,82,82,46,73,85
José Ignacio Fernández Iglesias,84,180,76,75,70,79,66,60,69,80,79,74,38,38,32,55,28,39,46,67,53,71,37,81,61,55,82,82,83,75,87,86,80,82,78,80,78,0,0,0,0,0,0
Lucas Vázquez Iglesias,84,173,70,82,85,79,83,79,85,86,84,67,76,82,73,83,81,54,56,83,84,87,75,84,75,83,47,44,53,42,51,44,68,69,91,57,65,0,0,0,0,0,0
Felipe Augusto de Almeida Monteiro,84,191,86,65,60,68,61,52,57,78,63,76,42,34,39,47,42,45,48,59,50,45,30,75,68,32,84,81,81,86,86,79,86,91,78,87,93,0,0,0,0,0,0
Danilo Luís Hélio Pereira,84,188,83,67,63,69,75,58,60,77,79,85,65,70,61,77,66,55,52,71,74,50,53,83,80,48,83,85,78,84,85,75,87,67,83,90,85,0,0,0,0,0,0
Daniele De Rossi,84,184,83,66,63,68,71,64,73,81,78,88,64,55,50,82,73,75,76,74,71,57,71,82,81,62,86,88,81,91,82,80,81,77,74,82,85,0,0,0,0,0,0
Julian Draxler,84,187,77,78,79,77,87,80,75,83,90,83,81,79,78,87,83,85,63,83,85,84,76,85,79,78,56,67,66,39,65,44,65,76,70,67,48,0,0,0,0,0,0
Presnel Kimpembe,84,189,80,78,75,79,69,75,65,80,79,81,40,40,31,56,40,33,51,68,60,62,32,80,76,50,83,84,79,80,84,84,84,77,80,85,86,0,0,0,0,0,0
Adrien Rabiot,84,192,80,75,73,75,81,79,72,84,84,83,75,77,69,81,80,72,69,80,81,70,59,86,84,73,78,81,77,70,82,75,80,73,83,81,76,0,0,0,0,0,0
Stefan Savic,84,187,79,59,55,62,59,62,49,83,69,76,36,29,34,44,31,27,38,55,41,35,28,73,70,34,85,85,86,87,83,85,75,88,58,78,84,0,0,0,0,0,0
Thomas Lemar,84,171,62,86,87,84,86,88,87,80,87,80,77,78,75,80,77,79,68,84,86,84,81,85,75,86,60,67,54,55,60,64,68,72,80,63,63,0,0,0,0,0,0
Antonio Adán Garrido,84,190,92,0,57,54,0,55,51,77,15,63,0,11,11,25,12,15,25,0,42,12,12,34,43,11,0,20,23,20,14,18,0,71,35,77,41,82,84,85,57,79,85
Luká Hrádecký,84,190,80,0,38,44,0,43,39,83,20,48,0,9,11,14,14,9,20,0,53,11,15,15,20,11,0,18,11,10,10,13,0,69,34,55,31,85,88,79,38,68,82
Asier Illarramendi,84,179,75,61,66,57,79,71,75,84,83,79,71,79,72,69,76,58,50,80,86,68,68,86,82,76,70,87,51,50,83,80,72,63,77,68,76,0,0,0,0,0,0
Sergio Asenjo Andrés,84,189,87,0,59,54,0,62,58,79,14,64,0,12,14,24,13,15,15,0,46,24,22,39,39,23,0,22,13,24,15,14,0,73,41,73,20,85,84,83,59,77,82
Luis Miguel Afonso Fernandes,84,177,72,78,83,73,82,77,77,82,83,86,77,85,77,74,78,78,77,83,84,79,76,84,83,84,65,73,45,67,67,52,70,67,87,59,74,0,0,0,0,0,0
Danijel Subaic,84,191,84,0,52,55,0,42,37,78,19,65,0,15,10,24,14,13,23,0,52,11,57,24,26,24,0,20,13,14,14,13,0,75,32,80,31,83,85,81,52,80,83
Kamil Glik,84,190,80,52,50,53,55,34,51,79,60,80,33,24,27,58,20,17,40,45,23,29,26,64,60,35,84,84,86,82,86,82,85,81,72,91,87,0,0,0,0,0,0
Oliver Baumann,84,187,82,0,47,52,0,45,43,81,17,52,0,10,11,21,13,11,22,0,41,14,11,30,25,12,0,21,16,15,18,14,0,73,39,69,32,83,86,83,48,71,83
Ricardo Andrade Quaresma Bernardo,84,175,67,83,84,82,88,91,84,78,88,80,74,78,67,79,80,80,74,82,84,92,73,79,75,94,24,24,41,29,17,13,62,63,65,55,74,0,0,0,0,0,0
Kasper Schmeichel,84,189,89,0,60,60,0,62,47,81,40,67,0,13,12,36,14,15,26,0,59,18,15,44,46,13,0,20,16,14,14,13,0,60,34,64,35,83,88,77,60,82,80
Ralf Fährmann,84,197,98,0,39,48,0,39,36,83,24,61,0,11,11,24,9,11,21,0,42,14,11,25,26,18,0,23,15,10,12,10,0,72,32,79,36,84,88,82,39,53,83
Memphis Depay,84,176,78,89,90,87,84,82,79,79,85,76,82,84,79,88,82,70,75,79,79,80,89,79,74,86,34,31,66,29,31,20,80,74,80,81,76,0,0,0,0,0,0
William Silva de Carvalho,84,187,83,51,49,53,76,51,51,75,79,89,55,64,52,59,55,50,60,79,83,68,50,84,86,79,82,84,73,84,85,68,84,69,84,89,75,0,0,0,0,0,0
Dimitri Payet,84,175,77,73,75,72,85,79,80,75,90,82,77,77,76,78,81,77,74,85,87,87,84,84,80,90,38,37,59,32,36,39,68,48,73,72,57,0,0,0,0,0,0
Florian Thauvin,84,179,70,83,87,79,84,86,71,83,84,82,80,82,79,83,82,70,69,81,80,83,72,83,76,86,42,42,75,46,29,31,69,76,83,66,56,0,0,0,0,0,0
Alejandro Gómez,84,165,68,90,94,86,88,92,94,83,87,84,76,81,76,76,79,72,72,81,85,82,79,82,74,79,39,40,38,50,30,34,57,70,75,48,56,0,0,0,0,0,0
Stéphane Ruffier,84,188,93,0,45,50,0,51,55,78,15,66,0,12,11,21,11,13,25,0,49,11,12,33,34,17,0,25,12,13,12,11,0,72,37,76,31,82,82,84,45,77,85
Federico Bernardeschi,83,185,77,84,84,84,86,86,79,80,88,83,76,79,69,81,83,74,72,81,81,83,81,83,70,83,57,67,48,66,46,42,65,49,81,63,52,0,0,0,0,0,0
Daniele Rugani,83,190,84,63,56,68,65,59,53,79,66,71,40,28,33,59,40,35,36,54,50,40,25,66,60,45,86,87,80,88,87,82,76,82,67,80,72,0,0,0,0,0,0
Ömer Toprak,83,186,83,79,71,85,68,64,61,82,73,79,38,35,28,63,29,48,44,64,59,49,33,77,71,44,84,81,81,84,85,85,75,81,67,79,70,0,0,0,0,0,0
Mario Götze,83,176,75,70,75,65,87,88,85,84,91,85,74,80,76,68,66,87,78,84,87,78,72,88,82,81,60,66,51,64,53,56,68,58,75,69,58,0,0,0,0,0,0
Axel Witsel,83,188,81,72,67,75,80,82,60,82,83,87,75,76,71,79,75,67,82,78,79,69,68,84,79,69,76,81,78,74,73,71,83,72,89,81,78,0,0,0,0,0,0
Frederico R. de Paula Santos,83,169,64,80,77,82,83,85,88,83,87,83,75,69,75,77,77,70,65,78,76,67,72,86,81,70,76,81,55,77,79,69,72,84,88,61,74,0,0,0,0,0,0
Antonio Valencia,83,180,83,86,83,87,81,72,78,84,82,83,68,74,60,86,66,64,55,77,71,80,66,82,71,70,80,84,62,78,83,80,80,69,82,80,81,0,0,0,0,0,0
Ander Herrera Agüera,83,182,70,72,76,68,81,79,78,84,85,85,73,79,71,76,69,65,80,80,82,74,65,84,81,81,79,87,58,79,82,77,77,61,88,67,87,0,0,0,0,0,0
Jesse Lingard,83,175,62,82,85,79,85,87,87,83,83,85,79,87,79,80,81,70,65,77,83,74,63,79,66,81,57,53,65,66,50,44,69,63,88,56,74,0,0,0,0,0,0
Eric Bailly,83,187,77,75,67,80,67,65,62,76,69,73,43,48,33,56,49,43,47,60,54,51,43,73,56,46,83,85,80,81,83,84,83,86,72,86,88,0,0,0,0,0,0
John Stones,83,188,70,70,67,72,72,61,59,78,79,81,37,49,29,47,39,27,45,70,67,62,29,82,73,47,84,79,82,85,85,82,79,71,80,77,80,0,0,0,0,0,0
Clément Lenglet,83,186,81,74,72,74,68,62,60,80,77,75,36,48,23,59,36,24,44,60,61,36,27,79,70,25,84,81,77,90,82,81,79,80,73,81,81,0,0,0,0,0,0
Rafael Alcântara,83,174,71,71,72,71,85,80,80,79,85,80,77,78,73,80,83,77,67,80,82,72,61,87,76,75,70,71,55,68,75,66,63,74,68,67,44,0,0,0,0,0,0
Ousmane Dembélé,83,178,67,90,92,88,88,90,85,82,84,73,76,79,77,83,66,77,76,77,85,78,64,77,70,79,37,37,44,43,30,33,56,60,74,46,54,0,0,0,0,0,0
Mateo Kovacic,83,178,78,79,84,74,86,80,85,68,89,72,69,69,62,79,75,76,59,82,88,73,68,87,82,78,69,78,42,69,75,63,72,63,82,65,77,0,0,0,0,0,0
Alvaro Borja Morata Martín,83,189,85,82,76,86,79,66,60,79,82,78,79,85,81,80,74,80,70,71,76,73,44,78,51,76,31,24,86,37,14,20,71,84,68,78,56,0,0,0,0,0,0
David Luiz Moreira Marinho,83,189,84,61,59,62,71,69,56,75,79,77,65,54,55,79,73,63,75,73,69,68,76,77,77,70,82,85,81,79,83,82,77,78,66,79,85,0,0,0,0,0,0
Kepa Arrizabalaga,83,187,85,0,34,33,0,41,39,79,16,63,0,15,11,25,14,18,24,0,55,25,19,32,36,25,0,21,17,19,18,16,0,71,37,51,18,84,84,80,34,76,80
Serge Gnabry,83,175,75,92,93,90,86,88,89,80,83,73,82,78,80,86,82,84,68,73,68,75,62,78,67,64,45,38,47,46,47,46,68,64,69,69,63,0,0,0,0,0,0
Jordan Henderson,83,182,80,67,68,67,76,70,70,81,81,79,71,76,67,76,72,73,64,84,84,81,74,85,85,80,78,81,65,77,80,76,79,80,92,72,77,0,0,0,0,0,0
Georginio Wijnaldum,83,175,69,77,78,75,84,78,79,82,84,82,73,80,70,77,71,74,75,78,79,67,70,84,76,76,72,74,73,70,73,65,74,81,86,69,64,0,0,0,0,0,0
Lucas Rodrigues M. Silva,83,174,70,93,95,90,86,95,91,76,81,79,75,79,72,80,75,70,75,76,74,76,74,78,74,69,43,51,51,31,44,52,60,70,66,51,68,0,0,0,0,0,0
Kieran Trippier,83,178,72,76,77,76,77,74,74,82,80,73,59,76,45,74,67,50,67,83,80,92,80,78,78,87,80,81,73,77,83,80,73,74,89,65,70,0,0,0,0,0,0
Jordan Pickford,83,185,77,0,53,44,0,55,55,82,38,69,0,18,19,31,13,20,41,0,68,17,16,53,54,18,0,24,15,11,20,12,0,72,45,69,25,83,86,77,53,88,80
José Manuel Reina Páez,83,188,92,0,50,63,0,50,60,82,23,64,0,13,14,24,15,11,24,0,65,11,11,19,22,11,0,22,13,20,22,24,0,73,34,72,32,80,82,83,50,82,82
Samuel Castillejo Azuaga,83,182,67,86,85,86,83,83,78,82,83,71,75,83,79,78,70,58,59,81,83,82,75,81,79,78,43,50,43,45,43,25,52,63,55,50,48,0,0,0,0,0,0
Bruno Miguel Borges Fernandes,83,179,69,78,79,77,83,76,78,84,85,83,80,79,72,87,88,84,81,84,86,84,81,84,82,83,62,69,58,58,66,53,72,72,89,67,62,0,0,0,0,0,0
Bas Dost,83,196,89,52,49,54,66,32,32,85,74,81,83,89,87,82,72,85,88,57,68,38,30,73,37,61,45,39,94,38,45,26,83,51,82,92,70,0,0,0,0,0,0
Emiliano Viviano,83,195,90,0,30,33,0,35,32,78,22,64,0,10,17,21,18,13,21,0,60,12,16,36,37,14,0,10,13,27,10,12,0,66,29,58,18,83,85,84,30,79,81
Allan Marques Loureiro,83,175,74,76,81,71,82,83,80,87,80,77,67,80,69,71,62,56,53,77,80,70,49,83,77,65,83,87,59,86,86,80,81,69,96,72,86,0,0,0,0,0,0
Iker Casillas Fernández,83,185,84,0,60,57,0,62,46,77,23,70,0,16,12,28,13,14,24,0,65,13,13,21,22,25,0,22,25,24,11,13,0,77,43,70,23,88,85,75,60,59,83
Javier Pastore,83,188,77,70,70,70,85,79,63,78,87,80,76,79,73,79,77,79,76,84,88,77,69,87,84,84,57,70,62,45,60,51,64,49,62,65,66,0,0,0,0,0,0
Alessandro Florenzi,83,173,67,85,87,83,82,88,83,79,82,80,78,83,70,83,83,88,76,79,76,77,80,83,75,73,77,78,70,74,80,79,77,74,91,67,80,0,0,0,0,0,0
Iván Marcano Sierra,83,187,77,69,67,70,62,58,56,79,68,73,47,30,43,66,42,34,45,61,48,49,37,77,68,39,84,82,84,86,85,80,80,92,78,77,83,0,0,0,0,0,0
Federico Fazio,83,195,85,41,36,44,57,29,32,85,73,87,42,32,42,64,26,35,26,55,47,44,37,65,63,46,86,86,90,86,86,78,84,41,74,92,85,0,0,0,0,0,0
Aleksandar Kolarov,83,187,83,72,74,70,77,63,58,85,77,89,71,76,55,92,84,64,75,82,77,92,87,77,77,86,82,82,80,82,83,82,82,80,85,77,86,0,0,0,0,0,0
Steven N'Zonzi,83,196,75,51,44,56,71,36,31,82,82,86,68,71,64,80,66,55,57,73,78,59,42,80,78,74,82,85,79,82,80,76,90,75,86,93,87,0,0,0,0,0,0
Thomas Meunier,83,191,90,79,74,82,76,63,49,81,83,79,77,81,77,78,79,80,65,78,71,84,56,83,74,74,79,76,75,77,83,81,85,72,93,86,73,0,0,0,0,0,0
Daniel Alves da Silva,83,172,68,79,77,80,85,85,88,77,87,80,72,75,61,87,79,68,70,82,78,86,74,82,79,80,78,80,72,72,80,83,67,81,75,55,79,0,0,0,0,0,0
Lucas Hernández,83,182,76,83,80,85,72,70,67,81,80,73,48,51,42,63,47,38,34,69,55,79,28,81,63,53,81,82,84,72,84,87,79,84,77,76,83,0,0,0,0,0,0
Rodrigo Hernández Cascante,83,191,82,69,71,66,78,69,72,80,83,72,70,76,68,71,77,59,46,76,82,63,54,82,80,65,77,81,75,71,80,72,76,69,87,76,63,0,0,0,0,0,0
Thomas Teye Partey,83,185,77,76,73,77,78,72,53,77,82,75,68,60,63,80,76,53,46,75,73,58,58,86,80,62,81,79,68,81,84,81,83,85,88,81,76,0,0,0,0,0,0
Gelson Dany Batalha Martins,83,173,72,95,96,95,87,95,93,83,83,85,70,83,66,73,70,75,66,76,80,82,60,79,55,83,48,43,52,55,46,36,62,66,88,48,60,0,0,0,0,0,0
Lucas Pezzini Leiva,83,179,78,67,67,67,78,78,80,82,78,86,66,66,62,77,66,59,61,76,81,63,47,82,81,74,82,87,72,82,82,78,75,82,80,70,80,0,0,0,0,0,0
Jonathan Tah,83,194,95,71,64,77,59,48,44,82,64,70,27,27,20,44,25,24,38,58,61,35,27,74,69,30,83,80,80,80,88,84,81,72,63,93,76,0,0,0,0,0,0
Willian José da Silva,83,189,93,64,62,65,77,65,43,81,81,75,83,87,86,84,77,80,80,66,68,54,71,78,50,68,40,35,84,40,32,30,80,72,73,90,65,0,0,0,0,0,0
Quincy Promes,83,174,72,90,89,91,83,87,79,82,82,78,83,79,86,82,83,69,74,78,81,79,76,78,73,75,32,27,60,35,24,27,67,82,83,61,60,0,0,0,0,0,0
Éver Banega,83,174,71,66,68,64,83,80,84,78,84,79,70,74,66,74,77,65,67,86,88,80,81,88,87,83,69,72,49,75,69,64,68,57,67,67,73,0,0,0,0,0,0
Manuel Trigueros Muñoz,83,178,75,70,71,69,81,77,71,82,84,73,74,77,71,81,80,63,65,81,86,69,69,86,82,80,70,69,76,70,73,60,69,84,77,63,71,0,0,0,0,0,0
Gerard Moreno Balagueró,83,180,77,79,77,80,78,70,69,82,81,72,81,83,83,81,77,79,73,66,58,61,56,78,56,71,45,40,80,43,41,41,69,72,68,74,55,0,0,0,0,0,0
Jardel Nivaldo Vieira,83,192,87,58,50,64,55,35,34,78,61,72,43,30,38,59,37,27,58,55,49,46,35,69,53,30,84,82,86,86,85,78,83,77,68,90,84,0,0,0,0,0,0
Ljubomir Fejsa,83,184,80,55,52,56,69,57,58,79,73,76,58,50,49,74,63,53,56,67,63,50,57,79,75,43,83,86,73,83,85,77,84,73,91,78,92,0,0,0,0,0,0
Andrej Kramaric,83,177,73,76,79,72,86,82,82,81,87,79,85,85,87,82,80,85,87,72,66,76,75,80,53,80,31,21,71,36,20,26,72,69,77,68,74,0,0,0,0,0,0
Aritz Aduriz Zubeldia,83,182,78,67,66,67,75,50,55,85,81,87,82,88,84,82,78,80,82,64,73,54,54,72,52,61,50,23,94,58,44,49,81,94,69,85,82,0,0,0,0,0,0
Ezequiel Garay,83,189,90,36,34,37,66,54,34,78,74,79,64,42,58,81,65,49,70,67,63,62,75,70,73,55,83,84,80,83,84,81,80,76,62,89,77,0,0,0,0,0,0
Geoffrey Kondogbia,83,188,80,74,69,77,80,76,67,85,83,83,74,79,69,87,81,59,45,77,80,65,56,84,81,62,84,85,75,82,86,82,89,83,85,92,86,0,0,0,0,0,0
Gonçalo Manuel Ganchinho Guedes,83,179,68,89,87,90,83,86,76,81,81,78,80,80,78,84,81,73,69,77,81,75,70,79,68,77,37,51,61,24,34,30,69,65,84,62,67,0,0,0,0,0,0
Daniel Wass,83,181,74,76,74,77,80,80,63,83,82,73,77,77,74,87,78,71,64,83,83,78,86,85,79,84,73,76,67,70,75,69,74,59,91,70,62,0,0,0,0,0,0
Gabriel Armando de Abreu,83,187,79,74,71,75,67,70,68,81,70,72,50,52,42,62,51,48,52,69,65,67,46,75,70,57,84,82,81,82,85,84,81,84,72,83,83,0,0,0,0,0,0
Timo Werner,83,181,75,93,93,93,82,81,76,86,84,74,79,85,87,74,67,82,72,67,61,69,56,77,55,62,35,37,76,39,20,19,67,78,83,59,63,0,0,0,0,0,0
Kevin Strootman,83,186,78,66,65,66,77,65,68,84,84,85,72,78,68,81,70,63,77,81,79,74,70,87,84,75,79,84,68,75,84,75,80,53,79,81,86,0,0,0,0,0,0
Luiz Gustavo Dias,83,187,78,64,65,64,70,65,62,83,73,79,60,53,48,80,73,54,58,71,69,63,60,79,77,42,82,83,72,82,84,86,83,76,85,81,88,0,0,0,0,0,0
Steve Mandanda,83,185,82,0,53,43,0,52,36,80,17,64,0,11,13,24,11,13,11,0,55,14,12,37,28,13,0,23,13,13,15,13,0,74,31,61,37,86,84,81,53,70,79
Taison Barcellos Freda,83,172,64,93,94,91,86,91,83,79,86,74,80,74,76,84,84,83,72,76,80,73,73,78,76,52,48,50,57,38,54,40,66,62,80,62,56,0,0,0,0,0,0
Marlos Romero Bonfim,83,174,69,84,86,82,88,93,84,77,89,84,77,78,77,77,79,68,74,79,80,76,72,82,73,81,49,52,54,45,50,42,67,69,79,62,58,0,0,0,0,0,0
Hakim Ziyech,83,180,65,76,77,74,83,81,60,83,83,81,74,76,68,81,76,78,74,87,89,84,78,87,88,91,58,63,53,52,67,36,68,38,87,59,72,0,0,0,0,0,0
Mario Balotelli,83,189,88,79,76,82,79,71,50,68,85,81,84,79,85,89,79,78,92,73,74,68,78,78,66,78,24,30,67,10,22,20,77,74,66,86,70,0,0,0,0,0,0
Timo Horn,83,192,90,0,45,51,0,50,31,80,22,20,0,15,13,22,17,14,21,0,55,19,15,35,32,12,0,22,14,14,13,12,0,64,31,67,41,83,86,80,45,83,82
Hirving Lozano,83,175,70,94,95,94,85,94,78,79,82,79,80,82,81,80,78,78,68,76,78,79,68,78,68,74,42,46,61,43,35,29,69,80,84,61,63,0,0,0,0,0,0
Vedran Corluka,83,192,84,59,49,66,68,57,46,78,74,79,52,45,47,65,54,38,49,68,60,69,60,71,73,70,82,77,84,79,84,83,84,84,80,87,81,0,0,0,0,0,0
Rui Pedro dos Santos Patrício,83,190,84,0,53,57,0,61,54,80,23,66,0,13,12,38,11,17,32,0,64,12,16,31,30,10,0,22,11,14,13,11,0,79,45,77,39,85,82,81,53,80,79
Ángel Luís Rodríguez Díaz,83,172,68,78,77,77,83,83,79,84,85,70,85,82,87,85,83,81,72,66,64,58,52,81,51,51,36,27,80,44,24,21,69,80,70,67,65,0,0,0,0,0,0
Thomas Strakosha,83,193,78,0,45,50,0,31,47,74,15,61,0,18,18,18,14,11,21,0,49,18,12,26,22,14,0,24,11,20,18,12,0,49,23,56,20,84,87,81,45,78,82
Giuliano Victor de Paula,83,172,68,82,85,79,84,85,85,81,84,82,78,81,79,78,76,65,79,79,80,77,71,82,79,67,46,42,59,49,43,38,75,61,82,74,71,0,0,0,0,0,0
Yannick Carrasco,83,181,73,88,89,87,86,88,71,83,87,75,79,81,79,84,75,68,74,75,71,78,78,77,71,81,41,18,53,58,39,26,64,68,74,59,61,0,0,0,0,0,0
Arthur Henrique Ramos Oliveira Melo,83,171,73,70,68,71,83,79,84,81,84,85,74,78,72,77,75,63,69,80,83,70,60,86,81,68,71,76,58,65,77,71,70,84,79,62,74,0,0,0,0,0,0
João Pedro Cavaco Cancelo,82,182,74,89,89,89,82,78,74,80,82,77,65,77,58,81,67,55,46,78,71,84,69,79,74,82,78,76,64,80,79,79,72,74,82,66,72,0,0,0,0,0,0
Lukasz Piszczek,82,184,79,81,74,85,74,66,66,83,77,83,69,74,65,78,69,64,65,75,71,83,47,77,69,81,82,82,74,84,83,82,80,77,77,78,84,0,0,0,0,0,0
Roman Bürki,82,187,85,0,45,55,0,49,52,78,23,58,0,10,8,22,14,13,20,0,50,15,12,37,24,13,0,18,17,11,13,16,0,74,36,74,35,87,86,79,45,73,77
Chris Smalling,82,194,81,69,61,75,60,55,45,76,58,68,48,49,55,42,35,50,53,56,49,52,22,64,64,49,82,82,83,82,83,80,83,76,71,88,84,0,0,0,0,0,0
Marcus Rashford,82,185,70,93,90,94,83,89,77,79,80,75,81,82,79,88,77,72,74,75,75,78,79,76,65,78,41,43,72,32,41,33,73,62,80,71,70,0,0,0,0,0,0
Benjamin Mendy,82,185,85,82,77,86,79,68,70,80,80,74,52,71,33,80,66,31,50,77,74,87,29,81,68,81,78,80,65,79,80,81,79,71,81,80,75,0,0,0,0,0,0
Jasper Cillessen,82,185,83,0,55,50,0,48,50,77,32,61,0,11,10,35,15,19,21,0,60,17,10,47,33,10,0,25,12,18,12,11,0,71,40,67,25,80,78,84,55,75,82
Marcos Alonso Mendoza,82,188,84,73,69,76,77,64,58,83,82,76,73,76,68,84,77,55,64,78,69,84,86,81,73,85,80,79,80,79,82,79,79,71,89,76,75,0,0,0,0,0,0
Pedro Rodríguez Ledesma,82,169,65,76,79,74,83,82,80,81,85,77,77,82,78,75,79,70,66,77,77,78,57,80,71,81,43,49,55,49,32,31,56,66,70,47,56,0,0,0,0,0,0
Andreas Christensen,82,188,78,69,68,70,70,63,61,80,74,77,31,32,36,31,20,25,36,63,62,49,22,78,75,32,84,83,80,82,88,85,72,72,69,73,73,0,0,0,0,0,0
Olivier Giroud,82,192,88,47,43,50,74,57,54,83,83,78,82,83,83,85,74,82,83,71,76,64,65,78,58,70,42,42,90,37,37,20,79,84,62,88,76,0,0,0,0,0,0
James Milner,82,175,70,63,64,63,78,69,73,85,80,87,71,73,62,83,71,77,84,83,79,87,75,85,81,81,76,78,66,71,79,80,79,62,92,71,82,0,0,0,0,0,0
Adam Lallana,82,178,73,70,71,70,83,78,75,74,86,80,74,76,75,72,72,72,70,81,84,74,66,86,77,77,65,67,68,61,66,62,72,70,81,64,77,0,0,0,0,0,0
Dejan Lovren,82,188,84,56,54,55,64,50,41,76,68,71,41,21,33,64,34,43,53,60,56,60,18,70,67,26,82,82,80,77,84,86,80,82,68,83,88,0,0,0,0,0,0
Xherdan Shaqiri,82,169,72,81,85,77,86,84,92,80,84,82,78,74,71,88,85,76,65,81,81,78,85,81,78,89,47,56,45,35,50,49,71,52,76,74,61,0,0,0,0,0,0
Giacomo Bonaventura,82,181,75,76,75,77,83,77,77,82,85,82,77,78,70,84,86,78,68,82,82,82,78,84,80,78,72,72,70,74,72,68,71,69,84,66,68,0,0,0,0,0,0
Andrew Robertson,82,178,64,85,81,87,78,79,74,80,79,73,60,65,57,68,61,32,55,73,69,85,30,75,68,75,78,81,63,77,81,79,74,59,88,66,79,0,0,0,0,0,0
Joel Matip,82,195,90,64,55,70,67,55,47,82,70,76,47,52,36,67,49,51,42,69,73,54,22,78,75,63,83,85,83,81,85,78,78,66,73,81,75,0,0,0,0,0,0
Ben Davies,82,182,76,76,77,74,77,70,68,79,80,74,59,72,58,66,52,48,54,77,75,84,48,80,70,72,80,80,69,78,84,83,76,73,86,69,77,0,0,0,0,0,0
Serge Aurier,82,176,76,79,80,79,78,73,76,82,80,75,63,73,60,72,58,50,65,75,71,84,30,79,72,69,79,80,75,74,82,83,80,95,81,74,87,0,0,0,0,0,0
Laurent Koscielny,82,186,75,65,64,66,65,65,61,78,66,75,41,41,32,54,47,35,51,62,56,52,49,76,69,22,82,84,80,80,84,83,75,79,65,76,86,0,0,0,0,0,0
Petr Cech,82,196,90,0,35,38,0,46,34,77,22,63,0,13,12,21,11,17,23,0,53,19,19,35,33,13,0,23,19,12,13,12,0,50,32,63,17,78,79,82,35,70,83
